name,review_status,category,subcategory,primary_stage,workflow_stages,summary_zh,summary_en
skill-quant-research,approved,06,06.experiment-reproducibility,modeling,data-ingestion|modeling|backtesting|evaluation|reporting,指导量化研究、回测设计和统计验证工作流。,"Guides quantitative research, backtest design, and statistical validation workflows."
skill-quant-research-experiment-registry,approved,06,06.experiment-reproducibility,evaluation,modeling|evaluation|reporting,登记量化实验并审计其可复现性证据。,Registers quantitative experiments and audits their reproducibility evidence.
skill-quant-research-replication,approved,06,06.paper-replication,modeling,data-ingestion|modeling|backtesting|evaluation|reporting,指导可审计的量化研究复现流程。,Guides auditable quantitative-research replication workflows.
skill-quant-strategy-diagnostics,approved,02,02.factor-evaluation,evaluation,data-ingestion|feature-engineering|factor-generation|evaluation,检查策略或因子近期是否恶化，列出收益、IC、回撤、换手率和市场状态方面的证据。,"Check recent strategy or factor deterioration using returns, IC, drawdown, turnover, benchmarks, and market regimes."
skill-refinancing-monitor,approved,04,04.corporate-event,monitoring,data-ingestion|monitoring|reporting,跟踪 A 股再融资生命周期、定价和稀释风险。,"Tracks A-share refinancing lifecycles, pricing, and dilution risk."
skill-regulatory-risk-radar,approved,04,04.regulatory-compliance,monitoring,data-ingestion|risk|monitoring|reporting,汇总 A 股监管与合规风险事件并进行分级。,Aggregates and grades A-share regulatory and compliance risk events.
skill-report-replication,approved,06,06.strategy-replication,modeling,data-ingestion|modeling|evaluation|reporting,指导将研究报告转化为可复现的分析流程。,Guides conversion of research reports into reproducible analysis workflows.
skill-residual-guided-factor-selection,approved,02,02.factor-selection,factor-screening,feature-engineering|factor-screening|modeling|backtesting|evaluation,使用残差 IC 和样本外评估筛选因子组合。,Selects factor combinations using residual IC and out-of-sample evaluation.
skill-risk-model,approved,04,04.portfolio-stress,risk,data-ingestion|modeling|risk|reporting,构建多因子风险模型并进行风险归因。,Builds a multifactor risk model and performs risk attribution.
skill-risk-return-metrics,approved,05,05.performance-attribution,evaluation,evaluation|reporting,计算投资组合或策略的风险收益指标。,Calculates risk-return metrics for portfolios or strategies.
skill-rl-portfolio-allocator,approved,05,05.portfolio-construction,risk,data-ingestion|modeling|portfolio-construction|risk,skill rl portfolio allocator,skill rl portfolio allocator
skill-rolling-beta-exposure,approved,04,04.portfolio-stress,risk,data-ingestion|risk|reporting,估计资产或组合相对于基准的滚动贝塔暴露。,Estimates rolling beta exposure of assets or portfolios relative to a benchmark.
skill-rotation-radar,approved,06,06.investor-research-models,reporting,data-ingestion|modeling|reporting,当需要分析市场状态、行业轮动、ETF 强弱排序、市场宽度、风格切换或战术配置信号时，使用此 skill。适用于 A 股、港股、美股和 ETF 池的行业轮动分析、risk-on/risk-off 状态识别、相对强弱排名、宽度确认、假突破过滤和轮动失效条件设计。,当需要分析市场状态、行业轮动、ETF 强弱排序、市场宽度、风格切换或战术配置信号时，使用此 skill。适用于 A 股、港股、美股和 ETF 池的行业轮动分析、risk-on/risk-off 状态识别、相对强弱排名、宽度确认、假突破过滤和轮动失效条件设计。
skill-serenity-research-model,approved,06,06.investor-research-models,modeling,data-ingestion|modeling|reporting,从公开 X/Twitter 证据重建 Serenity 风格的研究逻辑。,Reconstructs Serenity-style research logic from public X/Twitter evidence.
skill-shortterm-mean-reversal,approved,06,06.investor-research-models,reporting,data-ingestion|modeling|reporting,A 股五交易日收益率横截面反转因子与成本敏感回测。,Cost-aware A-share five-session cross-sectional return reversal research.
skill-signal-portfolio-optimize,approved,05,05.portfolio-construction,portfolio-construction,data-ingestion|modeling|risk|portfolio-construction|backtesting|evaluation|reporting,将单个股票信号转换为受基准相对风险、风格、行业、换手和成本约束的可审计组合权重。,"Converts one stock signal into benchmark-relative target weights with auditable risk, exposure, turnover, and cost controls."
skill-signal-stability-audit,approved,07,07.signal-stability,evaluation,data-quality|evaluation|risk|reporting,审计量化信号跨期和跨样本的稳定性。,Audits quantitative-signal stability across time and samples.
skill-simons-pairs-trading,approved,06,06.statistical-ml-models,modeling,data-ingestion|modeling|backtesting|evaluation|reporting,研究 A 股配对交易的协整、价差和执行约束。,"Studies A-share pairs trading with cointegration, spreads, and execution constraints."
skill-smart-money-profiler,approved,04,04.flow-crowding,monitoring,data-ingestion|monitoring|reporting,分析龙虎榜席位、北向行为与资金共识或分歧。,"Analyzes LHB seats, northbound activity, and capital-flow consensus or divergence."
skill-soros-reflexivity-detector,approved,03,03.a-share-equity,reporting,data-ingestion|modeling|reporting,"索罗斯反身性识别器——用双环模型（快环情绪-资金 / 慢环基本面-资本）判断 A 股""这波涨跌是不是自我强化的反身性、转到哪一圈、燃料和裂缝在哪""，做阶段识别与仓位纪律。BUILD 型 skill，可被复盘 agent 或 Alpha 调用。","索罗斯反身性识别器——用双环模型（快环情绪-资金 / 慢环基本面-资本）判断 A 股""这波涨跌是不是自我强化的反身性、转到哪一圈、燃料和裂缝在哪""，做阶段识别与仓位纪律。BUILD 型 skill，可被复盘 agent 或 Alpha 调用。"
skill-ssquant-ai-trader,approved,05,05.paper-live-execution,execution,modeling|portfolio-construction|backtesting|risk|execution|reporting,组织 SSQuant 策略研究、模拟交易和运行检查。,"Orchestrates SSQuant strategy research, paper trading, and runtime checks."
skill-ssquant-trader-generator,approved,10,10.build-release-tooling,orchestration,execution|orchestration,将自然语言交易想法转换为可复用的 Trader Skill，并委托模拟部署流程。,Turns natural-language trading ideas into a reusable Trader Skill and delegates simulated deployment.
skill-statistical-arbitrage-time-series,approved,06,06.statistical-ml-models,modeling,data-ingestion|modeling|backtesting|evaluation|reporting,构建统计套利时间序列研究并生成可追溯报告。,Builds statistical-arbitrage time-series research and produces traceable reports.
skill-stock-memory-analyzer-usa,approved,03,03.hk-us-equity,reporting,data-ingestion|modeling|reporting,对美国存储芯片股票开展多维度研究分析。,Performs multidimensional research analysis of US memory-chip stocks.
skill-stock-score,approved,03,03.a-share-equity,reporting,data-ingestion|modeling|reporting,skill stock score,skill stock score
skill-stock-screener,approved,03,03.a-share-equity,factor-screening,data-ingestion|factor-screening|reporting,依据自然语言筛选条件和 Pandadata 证据筛选 A 股股票。,Screens A-share stocks from natural-language criteria and Pandadata evidence.
skill-strategy-capacity-tca,approved,05,05.transaction-costs,reporting,data-ingestion|modeling|evaluation|reporting,用成交与 ADV 估计参与率、平方根/线性冲击成本与容量曲线，回答「策略能承载多少资金、成本何时吃掉 alpha」——估计非保证，不作交易建议。,"Estimate strategy capacity and transaction costs from trades and ADV — participation, square-root/linear impact, capacity curve and breakeven vs alpha. Estimates only, no trade advice."
skill-strategy-performance-report,approved,08,08.daily-review,reporting,data-ingestion|evaluation|reporting,"Use when an agent needs to generate a periodic performance report for a LIVE A-share quant strategy — 日报/周报/月报/半年报/年报 or custom period — covering returns, risk, trade analysis, and position/turnover detail, with embedded visualizations. Outputs a self-contained offline HTML dashboard (interactive ECharts) plus Markdown + JSON.","Use when an agent needs to generate a periodic performance report for a LIVE A-share quant strategy — 日报/周报/月报/半年报/年报 or custom period — covering returns, risk, trade analysis, and position/turnover detail, with embedded visualizations. Outputs a self-contained offline HTML dashboard (interactive ECharts) plus Markdown + JSON."
skill-strategy-tearsheet-report,approved,05,05.performance-attribution,reporting,evaluation|risk|reporting,生成包含风险调整指标的策略绩效 tearsheet。,Generates strategy-performance tearsheets with risk-adjusted metrics.
skill-survivorship-universe-auditor,approved,07,07.survivorship-bias,data-quality,data-ingestion|data-quality|evaluation|reporting,审计回测前的点时证券池成员、标识和退市收益数据。,"Audits point-in-time universe membership, identities, and delisting returns before backtests."
skill-template,approved,10,10.skill-template,orchestration,orchestration,提供 QuantSkills 技能项目的模板结构和说明。,Provides a template structure and instructions for QuantSkills skill projects.
skill-templeton-global-contrarian,approved,03,03.a-share-equity,reporting,data-ingestion|modeling|reporting,当需要开发、计算、验证 Templeton 全球价值多因子 V2 时，使用此 skill。适用于 A 股/港股/美股跨市场价值筛选，基于 EP/BP/SP/股息/ROE/杠杆/动量 七子因子截面打分，生成 buy/sell/hold 信号。,当需要开发、计算、验证 Templeton 全球价值多因子 V2 时，使用此 skill。适用于 A 股/港股/美股跨市场价值筛选，基于 EP/BP/SP/股息/ROE/杠杆/动量 七子因子截面打分，生成 buy/sell/hold 信号。
skill-time-series-analysis,approved,06,06.statistical-ml-models,modeling,data-ingestion|modeling|evaluation|reporting,对金融时间序列进行诊断并生成分析报告。,Diagnoses financial time series and produces analysis reports.
skill-tqx-data-research,approved,06,06.investor-research-models,reporting,data-ingestion|modeling|reporting,skill tqx research,skill tqx research
skill-trade-review,approved,08,08.daily-review,reporting,data-ingestion|evaluation|reporting,把交易流水转成结构化复盘结果，包含归因、逐笔点评、错误模式、建议和可选 LLM 总结。,"Trade review skill that turns trade records into attribution, pattern detection, per-trade review, and actionable advice."
skill-transaction-cost-analysis,approved,05,05.transaction-costs,evaluation,data-ingestion|evaluation|reporting,将成交记录相对 VWAP/TWAP 分解为多类交易成本。,Decomposes fills against VWAP/TWAP into transaction-cost components.
skill-transaction-cost-calibration,approved,05,05.transaction-costs,evaluation,data-ingestion|evaluation|reporting,从成交和市场数据校准佣金、价差、滑点与冲击成本假设。,"Calibrates commission, spread, slippage, and market-impact assumptions from execution and market data."
skill-trendline-breakdown-reversal,approved,06,06.investor-research-models,reporting,data-ingestion|modeling|reporting,计算A股日线下跌突破划线压力位反转因子，识别下破下降压力线后反转确认的个股；当用户提供交易日期、要求自动获取当日全市场A股行情、量化选股、因子研究或回测时使用。,计算A股日线下跌突破划线压力位反转因子，识别下破下降压力线后反转确认的个股；当用户提供交易日期、要求自动获取当日全市场A股行情、量化选股、因子研究或回测时使用。
skill-us-sec-edgar-harvester,approved,01,01.data-source-connectors,data-ingestion,data-ingestion|data-quality|reporting,采集并结构化美国 SEC EDGAR 公开申报文件。,Harvests and structures public US SEC EDGAR filings.
skill-us-sector-rotation,approved,03,03.hk-us-equity,reporting,data-ingestion|evaluation|reporting,生成美国行业表现、估值和轮动的事实性报告。,"Generates factual reports on US sector performance, valuation, and rotation."
skill-walk-forward-validator,approved,07,07.walk-forward-oos,evaluation,data-quality|evaluation|reporting,用净化和隔离的滚动窗口验证截面信号的样本外表现。,Validates cross-sectional signals out of sample with purged and embargoed rolling windows.
skill-x-trader-builder,approved,06,06.investor-research-models,orchestration,data-ingestion|modeling|evaluation|reporting|orchestration,从公开 X/Twitter 帖子数据构建交易者专属研究模型技能。,Builds trader-specific research-model skills from public X/Twitter post data.
skill-xingtai-catcher,approved,03,03.futures-commodity,factor-screening,data-ingestion|factor-screening|reporting,根据文字或图像描述检索相似的 A 股和期货 K 线形态。,Retrieves similar A-share and futures K-line patterns from text or image descriptions.
